Question,Answer,Answer Type,Reasoning Type,id
"What is the total number of letters in the first name of the child of the person who sponsored the resolution to reopen trade with Vietnam, along with Kerry?",6,number,"Commonsense, Arithmetic",2hop__30905_213732_17
"How many unique letters are there in the first name of the child of the person who sponsored the resolution to reopen trade with Vietnam, along with Kerry?",6,number,"Commonsense, Arithmetic",2hop__30905_213732_18
"What is the combined length of the first name and last name of the child of the person who sponsored the resolution to reopen trade with Vietnam, along with Kerry?",12,number,"Commonsense, Arithmetic",2hop__30905_213732_19
What is the first letter of the last name of the child of Obama's opponent in his first election in lowercase?,m,letter,"Symbolic, Commonsense",2hop__58939_213732_0
Who is the child of Obama's opponent in his first election?,Meghan McCain,person,Original,2hop__58939_213732_0
How many distinct two-letter combinations exist in the last name of the child of Obama's opponent in his first election?,11,number,"Commonsense, Arithmetic",2hop__58939_213732_2
How many fewer letters does the last name of Shannon Frye have compared to the first name of the child of Obama's opponent in his first election?,2,number,"Commonsense, Arithmetic",2hop__58939_213732_10
How many vowels are there in the last name of the child of Obama's opponent in his first election?,2,number,"Commonsense, Arithmetic",2hop__58939_213732_15
"How many times does the letter ""a"" appear in the last name of the child of Obama's opponent in his first election?",1,number,"Commonsense, Arithmetic",2hop__58939_213732_16
How many syllables are there in the first name of the mother of the person who plays Nim in Return to Nim's Island?,2,number,"Commonsense, Arithmetic",2hop__88834_425488_1
Who is the mother of the person who plays Nim in Return to Nim's Island?,Terri Irwin,person,Original,2hop__88834_425488_1
How many letters are there between the first and last letters of the first name of the mother of the person who plays Nim in Return to Nim's Island?,3,number,"Commonsense, Arithmetic",2hop__88834_425488_4
What is the concatenation of the first letter of the first name and the last letter of the last name of the mother of the person who plays Nim in Return to Nim's Island in lowercase?,tn,string,"Symbolic, Commonsense",2hop__88834_425488_14
"How many times does the letter ""a"" appear in the first name of the mother of the person who plays Nim in Return to Nim's Island?",0,number,"Commonsense, Arithmetic",2hop__88834_425488_16
How many syllables are there in the last name of the father of Nim's actress in Return to Nim's Island?,2,number,"Commonsense, Arithmetic",2hop__88834_356793_1
Who is the father of Nim's actress in Return to Nim's Island?,Steve Irwin,person,Original,2hop__88834_356793_1
How many repeated letters are there in the last name of the father of Nim's actress in Return to Nim's Island?,1,number,"Commonsense, Arithmetic",2hop__88834_356793_5
How many fewer letters does the last name of Hubert Beil have compared to the last name of the father of Nim's actress in Return to Nim's Island?,1,number,"Commonsense, Arithmetic",2hop__88834_356793_10
What is the concatenation of the last letter of the first name and the first letter of the last name of the father of Nim's actress in Return to Nim's Island in lowercase?,ei,string,"Symbolic, Commonsense",2hop__88834_356793_14
How many unique letters are there in the last name of the father of Nim's actress in Return to Nim's Island?,4,number,"Commonsense, Arithmetic",2hop__88834_356793_18
What is the first letter of the first name of the spouse of the longest reigning British monarch in lowercase?,p,letter,"Symbolic, Commonsense",2hop__71900_712629_0
Who is the spouse of the longest reigning British monarch?,Philip Mountbatten,person,Original,2hop__71900_712629_0
How many letters are there between the first and last letters of the first name of the spouse of the longest reigning British monarch?,4,number,"Commonsense, Arithmetic",2hop__71900_712629_4
What is the longest substring of consecutive letters in alphabetical order in the first name of the spouse of the longest reigning British monarch?,hi,string,"Symbolic, Commonsense",2hop__71900_712629_8
What is the ASCII code of the first letter of the first name of the spouse of the longest reigning British monarch in lowercase?,112,number,"Symbolic, Commonsense",2hop__71900_712629_11
What is the first name of the spouse of the longest reigning British monarch?,Philip,string,Commonsense,2hop__71900_712629_12
How many vowels are there in the first name of the spouse of the longest reigning British monarch?,2,number,"Commonsense, Arithmetic",2hop__71900_712629_15
"How many times does the letter ""h"" appear in the first name of the spouse of the longest reigning British monarch?",1,number,"Commonsense, Arithmetic",2hop__71900_712629_16
What is the total number of letters in the first name of the spouse of the longest reigning British monarch?,6,number,"Commonsense, Arithmetic",2hop__71900_712629_17
What is the combined length of the first name and last name of the spouse of the longest reigning British monarch?,17,number,"Commonsense, Arithmetic",2hop__71900_712629_19
How many hours are there between the winter time zone of the borough in which Callum McManaman was born and UTC?,0.0,number,"Commonsense, Arithmetic",2hop__362107_652514_0
In which borough was Callum McManaman born?,Knowsley,place,Original,2hop__362107_652514_0
"The submission deadline is at 28 November 1976, 04:39, Anywhere on Earth (AoE). At what date and time is the deadline in the borough in which Callum McManaman was born?",1976-11-28 16:39,datetime,"Commonsense, Arithmetic",2hop__362107_652514_1
How many hours are there between the winter time zone of the county in which William W. Blair's birthplace is located and UTC?,5.0,number,"Commonsense, Arithmetic",2hop__195917_575657_0
In what county is William W. Blair's birthplace located?,Orleans County,place,Original,2hop__195917_575657_0
"The submission deadline is at 16 October 2007, 20:24, Anywhere on Earth (AoE). At what date and time is the deadline in the county in which William W. Blair's birthplace is located?",2007-10-17 04:24,datetime,"Commonsense, Arithmetic",2hop__195917_575657_1
How many hours are there between the winter time zone of the county in which Kimbrough Memorial Stadium is located and UTC?,6.0,number,"Commonsense, Arithmetic",2hop__528263_865831_0
In which county is Kimbrough Memorial Stadium located?,Randall County,place,Original,2hop__528263_865831_0
"The submission deadline is at 08 January 2008, 09:37, Anywhere on Earth (AoE). At what date and time is the deadline in the county in which Kimbrough Memorial Stadium is located?",2008-01-08 15:37,datetime,"Commonsense, Arithmetic",2hop__528263_865831_1
How many hours are there between the winter time zone of the county in which Southern Maryland Electric Cooperative is headquartered and UTC?,5.0,number,"Commonsense, Arithmetic",2hop__821197_368148_0
In which county is Southern Maryland Electric Cooperative headquartered?,Charles County,place,Original,2hop__821197_368148_0
"The submission deadline is at 18 November 2021, 22:24, Anywhere on Earth (AoE). At what date and time is the deadline in the county in which Southern Maryland Electric Cooperative is headquartered?",2021-11-19 05:24,datetime,"Commonsense, Arithmetic",2hop__821197_368148_1
How many hours are there between the winter time zone of the county in which Tim Dubois was born and UTC?,6.0,number,"Commonsense, Arithmetic",2hop__702496_430061_0
What county was Tim Dubois born in?,McDonald County,place,Original,2hop__702496_430061_0
"The submission deadline is at 13 August 2029, 15:50, Anywhere on Earth (AoE). At what date and time is the deadline in the county in which Tim Dubois was born?",2029-08-13 22:50,datetime,"Commonsense, Arithmetic",2hop__702496_430061_1
How many hours are there between the winter time zone of the county in which Mark Dismore's birthplace is located and UTC?,6.0,number,"Commonsense, Arithmetic",2hop__411091_625230_0
In which county is Mark Dismore's birthplace located?,Hancock County,place,Original,2hop__411091_625230_0
"The submission deadline is at 02 September 2023, 09:32, Anywhere on Earth (AoE). At what date and time is the deadline in the county in which Mark Dismore's birthplace is located?",2023-09-02 16:32,datetime,"Commonsense, Arithmetic",2hop__411091_625230_1
How many hours are there between the winter time zone of the city in which the headquarters of the publisher of In the Shadow of Greatness are located and UTC?,5.0,number,"Commonsense, Arithmetic",2hop__628752_538661_0
In which city are the headquarters of the publisher of In the Shadow of Greatness located?,Annapolis,place,Original,2hop__628752_538661_0
"The submission deadline is at 16 November 2007, 21:31, Anywhere on Earth (AoE). At what date and time is the deadline in the city in which the headquarters of the publisher of In the Shadow of Greatness are located?",2007-11-17 04:31,datetime,"Commonsense, Arithmetic",2hop__628752_538661_1
How many hours are there between the winter time zone of the county in which James Finch was born and UTC?,6.0,number,"Commonsense, Arithmetic",2hop__286093_361551_0
In which county was James Finch born?,Bay County,place,Original,2hop__286093_361551_0
"The submission deadline is at 15 June 1996, 10:26, Anywhere on Earth (AoE). At what date and time is the deadline in the county in which James Finch was born?",1996-06-15 17:26,datetime,"Commonsense, Arithmetic",2hop__286093_361551_1
How many hours are there between the winter time zone of the county where Erik Hort was born and UTC?,5.0,number,"Commonsense, Arithmetic",2hop__766973_770570_0
What county is Erik Hort's birthplace a part of?,Rockland County,place,Original,2hop__766973_770570_0
"The submission deadline is at 17 February 1984, 15:35, Anywhere on Earth (AoE). At what date and time is the deadline in the county where Erik Hort was born?",1984-02-17 22:35,datetime,"Commonsense, Arithmetic",2hop__766973_770570_1
How many hours are there between the winter time zone of the county in which Larkin I. Smith was born and UTC?,6.0,number,"Commonsense, Arithmetic",2hop__506035_325512_0
In which county was Larkin I. Smith born?,Pearl River County,place,Original,2hop__506035_325512_0
"The submission deadline is at 02 June 1981, 12:04, Anywhere on Earth (AoE). At what date and time is the deadline in the county in which Larkin I. Smith was born?",1981-06-02 19:04,datetime,"Commonsense, Arithmetic",2hop__506035_325512_1
How many hours are there between the winter time zone of the city in which the author of Marcinkus was born and UTC?,5.0,number,"Commonsense, Arithmetic",2hop__323534_810083_0
In which city was the author of Marcinkus born?,Scranton,place,Original,2hop__323534_810083_0
